Designator,Mid X,Mid Y,Layer,Rotation
D2,94.855,69.9225,T,270.0
D2,38.515,69.9225,T,270.0
D2,76.075,69.9225,T,270.0
D2,10.045,21.1175,T,90.0
D2,66.385,21.1175,T,90.0
F1,48.455,14.86,T,180.0
F1,86.015,14.86,T,180.0
F1,94.005,76.18,T,0.0
F1,56.445,76.18,T,0.0
F1,18.885,76.18,T,0.0
F1,67.235,14.86,T,180.0
F1,10.895,14.86,T,180.0
F1,75.225,76.18,T,0.0
F1,29.675,14.86,T,180.0
F1,37.665,76.18,T,0.0
FB1,58.015,81.7,T,90.0
FB1,84.445,9.34,T,270.0
FB1,95.575,81.7,T,90.0
FB1,9.325,9.34,T,270.0
FB1,39.235,81.7,T,90.0
FB1,76.795,81.7,T,90.0
FB1,65.665,9.34,T,270.0
FB1,46.885,9.34,T,270.0
FB1,20.455,81.7,T,90.0
FB1,28.105,9.34,T,270.0
J1,14.865,9.89,T,0.0
J1,90.035,81.15,T,180.0
J1,52.425,9.89,T,0.0
J1,33.645,9.89,T,0.0
J1,89.985,9.89,T,0.0
J1,71.205,9.89,T,0.0
J1,52.475,81.15,T,180.0
J1,14.915,81.15,T,180.0
J1,71.255,81.15,T,180.0
J1,33.695,81.15,T,180.0
Q1,30.0,34.71,T,270.0
Q1,74.9,56.33,T,90.0
Q1,86.34,34.71,T,270.0
Q1,48.78,34.71,T,270.0
Q1,11.22,34.71,T,270.0
Q1,67.56,34.71,T,270.0
Q1,37.34,56.33,T,90.0
Q1,93.68,56.33,T,90.0
Q1,56.12,56.33,T,90.0
Q1,18.56,56.33,T,90.0
Q2,67.9,74.755,T,270.0
Q2,74.56,16.285,T,90.0
Q2,55.78,16.285,T,90.0
Q2,86.68,74.755,T,270.0
Q2,18.22,16.285,T,90.0
Q2,93.34,16.285,T,90.0
Q2,49.12,74.755,T,270.0
Q2,11.56,74.755,T,270.0
Q2,37.0,16.285,T,90.0
Q2,30.34,74.755,T,270.0
R1,48.83,36.385,T,180.0
R1,67.61,36.385,T,180.0
R1,56.07,54.655,T,0.0
R1,93.63,54.655,T,0.0
R1,37.29,54.655,T,0.0
R1,11.27,36.385,T,180.0
R1,30.05,36.385,T,180.0
R1,74.85,54.655,T,0.0
R1,86.39,36.385,T,180.0
R1,18.51,54.655,T,0.0
R10,95.745,71.7525,T,90.0
R10,58.185,71.7525,T,90.0
R10,65.495,19.2875,T,270.0
R10,9.155,19.2875,T,270.0
R10,46.715,19.2875,T,270.0
R10,27.935,19.2875,T,270.0
R10,76.965,71.7525,T,90.0
R10,20.625,71.7525,T,90.0
R10,84.275,19.2875,T,270.0
R10,39.405,71.7525,T,90.0
R11,56.33,19.31,T,270.0
R11,86.13,71.73,T,90.0
R11,93.89,19.31,T,270.0
R11,29.79,71.73,T,90.0
R11,37.55,19.31,T,270.0
R11,75.11,19.31,T,270.0
R11,18.77,19.31,T,270.0
R11,11.01,71.73,T,90.0
R11,48.57,71.73,T,90.0
R11,67.35,71.73,T,90.0
R12,51.165,73.71,T,90.0
R12,32.385,73.71,T,90.0
R12,53.735,17.33,T,270.0
R12,88.725,73.71,T,90.0
R12,91.295,17.33,T,270.0
R12,13.605,73.71,T,90.0
R12,72.515,17.33,T,270.0
R12,69.945,73.71,T,90.0
R12,16.175,17.33,T,270.0
R12,34.955,17.33,T,270.0
R13,69.975,17.33,T,270.0
R13,88.755,17.33,T,270.0
R13,32.415,17.33,T,270.0
R13,91.265,73.71,T,90.0
R13,53.705,73.71,T,90.0
R13,16.145,73.71,T,90.0
R13,34.925,73.71,T,90.0
R13,13.635,17.33,T,270.0
R13,72.485,73.71,T,90.0
R13,51.195,17.33,T,270.0
R14,69.975,57.33,T,0.0
R14,13.635,57.33,T,0.0
R14,72.485,33.71,T,180.0
R14,88.755,57.33,T,0.0
R14,51.195,57.33,T,0.0
R14,34.925,33.71,T,180.0
R14,16.145,33.71,T,180.0
R14,91.265,33.71,T,180.0
R14,53.705,33.71,T,180.0
R14,32.415,57.33,T,0.0
R15,85.165,19.2875,T,270.0
R15,10.045,19.2875,T,270.0
R15,66.385,19.2875,T,270.0
R15,76.075,71.7525,T,90.0
R15,94.855,71.7525,T,90.0
R15,38.515,71.7525,T,90.0
R15,57.295,71.7525,T,90.0
R15,47.605,19.2875,T,270.0
R15,28.825,19.2875,T,270.0
R15,19.735,71.7525,T,90.0
R16,66.285,31.26,T,0.0
R16,85.065,31.26,T,0.0
R16,28.725,31.26,T,0.0
R16,76.175,59.78,T,180.0
R16,94.955,59.78,T,180.0
R16,19.835,59.78,T,180.0
R16,9.945,31.26,T,0.0
R16,38.615,59.78,T,180.0
R16,47.505,31.26,T,0.0
R16,57.395,59.78,T,180.0
R17,76.175,58.905,T,0.0
R17,19.835,58.905,T,0.0
R17,9.945,32.135,T,180.0
R17,38.615,58.905,T,0.0
R17,47.505,32.135,T,180.0
R17,28.725,32.135,T,180.0
R17,85.065,32.135,T,180.0
R17,57.395,58.905,T,0.0
R17,94.955,58.905,T,0.0
R17,66.285,32.135,T,180.0
R2,73.335,16.76,T,270.0
R2,31.565,74.28,T,90.0
R2,92.115,16.76,T,270.0
R2,87.905,74.28,T,90.0
R2,35.775,16.76,T,270.0
R2,69.125,74.28,T,90.0
R2,50.345,74.28,T,90.0
R2,54.555,16.76,T,270.0
R2,12.785,74.28,T,90.0
R2,16.995,16.76,T,270.0
R3,88.14,35.81,T,270.0
R3,73.1,55.23,T,90.0
R3,91.88,55.23,T,90.0
R3,69.36,35.81,T,270.0
R3,35.54,55.23,T,90.0
R3,13.02,35.81,T,270.0
R3,50.58,35.81,T,270.0
R3,31.8,35.81,T,270.0
R3,16.76,55.23,T,90.0
R3,54.32,55.23,T,90.0
R4,29.115,74.555,T,90.0
R4,38.225,16.485,T,270.0
R4,47.895,74.555,T,90.0
R4,94.565,16.485,T,270.0
R4,75.785,16.485,T,270.0
R4,10.335,74.555,T,90.0
R4,66.675,74.555,T,90.0
R4,19.445,16.485,T,270.0
R4,57.005,16.485,T,270.0
R4,85.455,74.555,T,90.0
R5,84.955,75.905,T,180.0
R5,47.395,75.905,T,180.0
R5,57.505,15.135,T,0.0
R5,66.175,75.905,T,180.0
R5,76.285,15.135,T,0.0
R5,9.835,75.905,T,180.0
R5,19.945,15.135,T,0.0
R5,38.725,15.135,T,0.0
R5,95.065,15.135,T,0.0
R5,28.615,75.905,T,180.0
R6,76.81,16.485,T,90.0
R6,95.59,16.485,T,90.0
R6,39.25,16.485,T,90.0
R6,28.09,74.555,T,270.0
R6,9.31,74.555,T,270.0
R6,65.65,74.555,T,270.0
R6,20.47,16.485,T,90.0
R6,84.43,74.555,T,270.0
R6,58.03,16.485,T,90.0
R6,46.87,74.555,T,270.0
R7,94.075,78.08,T,270.0
R7,37.735,78.08,T,270.0
R7,75.295,78.08,T,270.0
R7,48.385,12.96,T,90.0
R7,85.945,12.96,T,90.0
R7,18.955,78.08,T,270.0
R7,10.825,12.96,T,90.0
R7,67.165,12.96,T,90.0
R7,29.605,12.96,T,90.0
R7,56.515,78.08,T,270.0
R8,18.955,12.96,T,90.0
R8,85.945,78.08,T,270.0
R8,10.825,78.08,T,270.0
R8,94.075,12.96,T,90.0
R8,48.385,78.08,T,270.0
R8,75.295,12.96,T,90.0
R8,56.515,12.96,T,90.0
R8,37.735,12.96,T,90.0
R8,29.605,78.08,T,270.0
R8,67.165,78.08,T,270.0
R9,67.875,73.15,T,0.0
R9,74.585,17.89,T,180.0
R9,93.365,17.89,T,180.0
R9,55.805,17.89,T,180.0
R9,30.315,73.15,T,0.0
R9,18.245,17.89,T,180.0
R9,86.655,73.15,T,0.0
R9,37.025,17.89,T,180.0
R9,49.095,73.15,T,0.0
R9,11.535,73.15,T,0.0
SW1,95.485,56.38,T,270.0
SW1,39.145,56.38,T,270.0
SW1,57.925,56.38,T,270.0
SW1,84.535,34.66,T,90.0
SW1,65.755,34.66,T,90.0
SW1,46.975,34.66,T,90.0
SW1,20.365,56.38,T,270.0
SW1,9.415,34.66,T,90.0
SW1,76.705,56.38,T,270.0
SW1,28.195,34.66,T,90.0
U1,14.875,74.05,T,0.0
U1,52.465,16.99,T,180.0
U1,90.025,16.99,T,180.0
U1,52.435,74.05,T,0.0
U1,71.215,74.05,T,0.0
U1,14.905,16.99,T,180.0
U1,89.995,74.05,T,0.0
U1,71.245,16.99,T,180.0
U1,33.685,16.99,T,180.0
U1,33.655,74.05,T,0.0
U2,37.615,73.255,T,270.0
U2,93.955,73.255,T,270.0
U2,10.945,17.785,T,90.0
U2,48.505,17.785,T,90.0
U2,75.175,73.255,T,270.0
U2,18.835,73.255,T,270.0
U2,67.285,17.785,T,90.0
U2,29.725,17.785,T,90.0
U2,56.395,73.255,T,270.0
U2,86.065,17.785,T,90.0
U3,33.715,70.33,T,270.0
U3,52.405,20.71,T,90.0
U3,52.495,70.33,T,270.0
U3,90.055,70.33,T,270.0
U3,33.625,20.71,T,90.0
U3,14.935,70.33,T,270.0
U3,14.845,20.71,T,90.0
U3,71.275,70.33,T,270.0
U3,71.185,20.71,T,90.0
U3,89.965,20.71,T,90.0
U4,52.38,28.81,T,180.0
U4,71.3,62.23,T,0.0
U4,33.6,28.81,T,180.0
U4,14.82,28.81,T,180.0
U4,33.74,62.23,T,0.0
U4,89.94,28.81,T,180.0
U4,52.52,62.23,T,0.0
U4,71.16,28.81,T,180.0
U4,90.08,62.23,T,0.0
U4,14.96,62.23,T,0.0
U5,85.78,69.28,T,0.0
U5,19.12,21.76,T,180.0
U5,37.9,21.76,T,180.0
U5,56.68,21.76,T,180.0
U5,10.66,69.28,T,0.0
U5,75.46,21.76,T,180.0
U5,67.0,69.28,T,0.0
U5,29.44,69.28,T,0.0
U5,94.24,21.76,T,180.0
U5,48.22,69.28,T,0.0
Y1,88.205,55.58,T,0.0
Y1,69.425,55.58,T,0.0
Y1,54.255,35.46,T,180.0
Y1,73.035,35.46,T,180.0
Y1,50.645,55.58,T,0.0
Y1,91.815,35.46,T,180.0
Y1,16.695,35.46,T,180.0
Y1,31.865,55.58,T,0.0
Y1,13.085,55.58,T,0.0
Y1,35.475,35.46,T,180.0
